Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
2103.0,021,077,1.0
5684.0,013,008,1.0
4003.0,019,020,1.0
2328.0,012,012,1.0
5515.0,008,037,1.0
5089.0,024,024,1.0
4316.0,022,002,1.0
2176.0,030,018,1.0
5016.0,036,024,1.0
5063.0,010,018,1.0
5312.0,013,005,1.0
5481.0,013,028,1.0
6005.0,014,005,1.0
2151.0,039,049,1.0
5686.0,012,025,1.0
5556.0,029,005,1.0
2201.0,005,020,1.0
2532.0,021,015,1.0
6018.0,001,018,1.0
5006.0,005,025,1.0
2510.0,004,020,1.0
2784.0,013,025,1.0
2303.0,009,001,1.0
5021.0,027,041,1.0
5493.0,018,021,1.0
4108.0,010,013,1.0
5523.0,014,015,1.0
2403.0,004,004,1.0
2202.0,020,004,1.0
5682.0,027,016,1.0
4320.0,005,058,1.0
2212.0,026,004,1.0
7415.0,010,018,1.0
4318.0,016,029,1.0
6032.0,027,012,1.0
2717.0,016,005,1.0
2618.0,015,002,1.0
6002.0,014,036,1.0
4252.0,002,004,1.0
2627.0,001,030,1.0
4316.0,004,021,1.0
4103.0,022,016,1.0
2648.0,010,024,1.0
2786.0,013,004,1.0
2167.0,008,008,1.0
4246.0,012,019,1.0
2706.0,027,027,1.0
5015.0,008,003,1.0
2237.0,016,020,1.0
4320.0,012,004,1.0
4119.0,023,021,1.0
6061.0,004,009,1.0
4221.0,002,047,1.0
2159.0,002,083,1.0
2335.0,034,002,1.0
5429.0,003,006,1.0
5034.0,013,020,1.0
2206.0,016,004,1.0
5550.0,010,013,1.0
5567.0,007,001,1.0
6030.0,008,002,1.0
5005.0,011,003,1.0
2764.0,007,011,1.0
2311.0,011,033,1.0
6075.0,019,008,1.0
4370.0,014,035,1.0
2116.0,017,039,1.0
2617.0,017,022,1.0
4387.0,032,006,1.0
2235.0,003,061,1.0
2156.0,017,007,1.0
5067.0,010,015,1.0
5526.0,016,007,1.0
5040.0,019,034,1.0
5479.0,028,018,1.0
4256.0,022,019,1.0
5110.0,011,027,1.0
5018.0,007,017,1.0
2238.0,004,012,1.0
6050.0,011,002,1.0
5003.0,023,010,1.0
4257.0,005,027,2.0
2204.0,020,016,1.0
5523.0,028,031,1.0
6036.0,025,004,1.0
5117.0,007,008,1.0
5066.0,014,009,1.0
2697.0,004,017,1.0
5515.0,019,011,1.0
2639.0,027,004,1.0
2644.0,019,001,1.0
2177.0,019,024,1.0
4217.0,028,024,1.0
2329.0,013,008,1.0
4249.0,013,005,1.0
5082.0,012,005,1.0
2028.0,022,005,1.0
2304.0,011,023,1.0
2407.0,023,032,1.0
2317.0,005,017,1.0
2238.0,014,008,1.0
6065.0,001,030,1.0
2747.0,015,027,1.0
2568.0,019,005,1.0
2572.0,037,007,1.0
6017.0,028,024,1.0
4217.0,022,007,1.0
2556.0,031,016,1.0
5081.0,024,030,1.0
5174.0,006,047,1.0
5589.0,023,005,1.0
2259.0,017,060,1.0
6117.0,031,016,1.0
6037.0,004,002,1.0
4358.0,001,011,1.0
7411.0,017,019,1.0
2131.0,002,023,1.0
2203.0,011,018,1.0
4103.0,012,010,1.0
4368.0,009,033,1.0
5580.0,010,028,1.0
2022.0,013,022,1.0
2255.0,012,007,1.0
2415.0,011,019,1.0
5190.0,007,011,1.0
4309.0,020,013,1.0
5523.0,008,023,1.0
5190.0,022,022,1.0
2618.0,013,029,1.0
4245.0,023,019,1.0
5516.0,006,033,1.0
2604.0,028,016,1.0
2620.0,027,025,1.0
7415.0,003,005,1.0
2139.0,018,010,1.0
4246.0,003,022,1.0
7422.0,016,012,1.0
4004.0,019,025,1.0
4223.0,016,027,1.0
2314.0,014,023,1.0
2611.0,023,007,1.0
2289.0,032,005,1.0
5015.0,031,009,1.0
2619.0,015,004,1.0
2664.0,021,057,1.0
7416.0,011,026,1.0
2245.0,012,019,1.0
2535.0,015,009,1.0
2656.0,001,009,1.0
2233.0,002,012,1.0
2653.0,021,019,1.0
2763.0,017,012,1.0
5510.0,018,012,1.0
4246.0,007,005,1.0
2101.0,028,006,1.0
2202.0,026,001,1.0
2556.0,024,026,1.0
2202.0,008,009,1.0
2678.0,016,010,1.0
5014.0,013,013,1.0
2245.0,020,016,1.0
2310.0,010,032,1.0
5484.0,035,006,1.0
2605.0,019,035,1.0
5555.0,027,007,1.0
5208.0,031,013,1.0
2558.0,009,015,1.0
2620.0,016,018,1.0
2532.0,029,026,1.0
2148.0,013,014,1.0
5061.0,022,042,1.0
2110.0,012,032,1.0
7425.0,033,012,1.0
6061.0,019,009,1.0
2167.0,004,046,1.0
4301.0,016,005,1.0
2557.0,007,016,1.0
5505.0,005,005,1.0
2305.0,006,007,1.0
6041.0,007,013,1.0
5090.0,032,028,1.0
2507.0,017,014,1.0
2212.0,027,017,1.0
7560.0,006,016,1.0
2421.0,021,007,1.0
4235.0,016,023,1.0
6033.0,012,021,1.0
2686.0,013,006,1.0
2712.0,017,009,1.0
2151.0,027,025,1.0
4249.0,008,008,1.0
2532.0,015,020,1.0
2027.0,029,019,1.0
5047.0,010,017,1.0
2673.0,001,076,1.0
2355.0,013,013,1.0
2761.0,015,019,1.0
2317.0,003,042,1.0
2021.0,022,016,1.0
2224.0,003,048,1.0
5514.0,001,025,1.0
5015.0,030,020,1.0
2669.0,006,024,1.0
4220.0,018,051,1.0
2414.0,025,026,1.0
5526.0,034,019,1.0
6042.0,030,017,1.0
4248.0,026,004,1.0
4218.0,014,001,1.0
2119.0,002,015,1.0
5068.0,007,025,1.0
5570.0,022,013,1.0
2206.0,016,003,1.0
2531.0,026,074,1.0
6015.0,014,012,1.0
2137.0,020,031,1.0
2130.0,030,007,1.0
5685.0,017,023,1.0
2360.0,002,034,1.0
4214.0,010,009,1.0
2305.0,035,041,1.0
2239.0,003,007,1.0
2135.0,028,006,1.0
5536.0,015,013,1.0
5691.0,022,001,1.0
2405.0,010,024,1.0
2041.0,017,002,1.0
2619.0,028,016,1.0
6065.0,001,044,1.0
4004.0,026,010,1.0
2763.0,037,021,1.0
2131.0,002,030,1.0
5109.0,010,036,1.0
2417.0,008,035,1.0
2696.0,005,017,1.0
4384.0,013,001,1.0
2317.0,005,016,1.0
2120.0,034,027,1.0
5119.0,026,008,1.0
2688.0,003,021,1.0
2334.0,008,065,1.0
4215.0,026,003,1.0
5569.0,007,074,1.0
4320.0,004,099,1.0
2206.0,030,009,1.0
2502.0,009,001,1.0
4320.0,013,013,1.0
2707.0,023,012,1.0
6048.0,032,032,1.0
5113.0,005,024,1.0
2621.0,017,013,1.0
5082.0,016,026,1.0
6119.0,013,026,1.0
2106.0,015,021,1.0
4264.0,022,013,1.0
2245.0,028,027,1.0
2368.0,012,024,1.0
2625.0,009,016,1.0
2405.0,014,021,1.0
2264.0,022,026,1.0
4302.0,023,001,1.0
2543.0,007,019,1.0
2770.0,003,012,1.0
2201.0,035,024,1.0
2281.0,010,004,1.0
5517.0,015,006,1.0
5307.0,021,002,1.0
5092.0,014,013,1.0
5109.0,009,026,1.0
2619.0,027,014,1.0
5419.0,014,024,1.0
4306.0,007,025,1.0
2642.0,001,040,1.0
5473.0,043,006,1.0
5436.0,013,017,1.0
2538.0,014,010,1.0
5565.0,019,016,1.0
2314.0,014,032,1.0
2331.0,001,022,1.0
2645.0,019,035,1.0
2405.0,014,043,1.0
2359.0,022,025,1.0
4306.0,013,005,1.0
5107.0,031,026,1.0
5090.0,014,012,1.0
5592.0,004,013,1.0
4248.0,032,022,1.0
5442.0,008,027,1.0
5523.0,036,005,1.0
2378.0,031,022,1.0
4250.0,002,020,1.0
6018.0,018,013,1.0
2319.0,021,005,1.0
2230.0,015,012,1.0
2024.0,003,009,1.0
7349.0,012,015,1.0
7454.0,018,012,1.0
2545.0,006,008,1.0
5504.0,001,004,1.0
2325.0,016,004,1.0
2146.0,012,012,1.0
2405.0,015,025,1.0
4317.0,010,030,1.0
2129.0,015,023,1.0
4312.0,006,040,1.0
4309.0,023,021,1.0
2247.0,020,018,1.0
4221.0,007,042,1.0
4259.0,007,020,1.0
5034.0,016,033,1.0
6075.0,005,013,1.0
2336.0,020,027,1.0
2139.0,012,006,1.0
2042.0,010,026,1.0
2706.0,016,022,1.0
2787.0,016,012,1.0
2527.0,005,014,1.0
4305.0,017,022,1.0
5055.0,014,027,1.0
5002.0,010,014,1.0
5062.0,026,036,1.0
2748.0,007,029,1.0
2627.0,006,029,1.0
7422.0,014,025,1.0
5057.0,004,008,1.0
5214.0,021,043,1.0
2365.0,029,002,1.0
5082.0,005,017,1.0
4007.0,003,021,1.0
2556.0,007,020,1.0
2551.0,021,034,1.0
2322.0,004,038,1.0
5535.0,028,020,1.0
2021.0,001,003,1.0
5460.0,004,005,1.0
4323.0,022,012,1.0
2151.0,031,042,1.0
2551.0,044,017,1.0
5206.0,021,017,1.0
2129.0,015,005,1.0
2004.0,017,027,1.0
2425.0,029,016,1.0
4407.0,002,004,1.0
2672.0,009,023,1.0
2623.0,018,002,1.0
2309.0,002,016,1.0
2606.0,006,016,1.0
4003.0,020,005,1.0
5594.0,009,009,1.0
5042.0,011,017,1.0
5066.0,022,008,1.0
5001.0,035,008,1.0
2616.0,014,007,1.0
2629.0,016,008,1.0
2151.0,039,049,1.0
2683.0,022,008,1.0
2181.0,001,024,1.0
2747.0,002,028,1.0
2331.0,001,016,1.0
2642.0,021,013,1.0
2551.0,034,017,1.0
2042.0,010,007,1.0
2695.0,008,010,1.0
4406.0,001,020,1.0
2564.0,004,040,1.0
2210.0,013,016,1.0
5483.0,005,008,1.0
2532.0,019,019,1.0
2633.0,033,012,1.0
2401.0,026,018,1.0
2733.0,010,026,1.0
5062.0,015,014,1.0
4217.0,027,017,1.0
2248.0,010,010,1.0
5092.0,014,016,1.0
2338.0,020,014,1.0
2501.0,018,020,1.0
2642.0,025,020,1.0
2410.0,007,017,1.0
2653.0,012,025,1.0
2353.0,031,004,1.0
5215.0,021,005,1.0
2248.0,027,005,1.0
5690.0,002,017,1.0
6053.0,002,011,1.0
2571.0,009,048,1.0
2118.0,013,012,1.0
2301.0,022,022,1.0
5013.0,020,023,1.0
5053.0,013,037,1.0
6014.0,031,023,1.0
5526.0,008,016,1.0
5016.0,037,019,1.0
2324.0,030,012,1.0
2134.0,029,023,1.0
2511.0,035,012,1.0
2535.0,009,020,1.0
4422.0,012,019,1.0
2237.0,007,021,1.0
2236.0,006,002,1.0
5057.0,027,024,1.0
2316.0,012,025,1.0
2246.0,024,016,1.0
5061.0,018,019,1.0
6006.0,014,009,1.0
2023.0,026,002,1.0
5069.0,030,010,1.0
2340.0,010,015,1.0
2366.0,009,016,1.0
2131.0,003,021,1.0
5055.0,016,003,1.0
2139.0,007,014,1.0
2608.0,019,020,1.0
5685.0,007,039,1.0
5223.0,026,018,1.0
2642.0,016,027,1.0
5119.0,029,014,1.0
2046.0,014,011,1.0
2639.0,017,002,1.0
2544.0,037,016,1.0
2111.0,015,015,1.0
2309.0,029,007,1.0
2222.0,033,023,1.0
2559.0,011,009,1.0
2429.0,013,011,1.0
2310.0,009,003,1.0
4254.0,008,004,1.0
6001.0,021,009,1.0
2225.0,016,028,1.0
2218.0,016,023,1.0
4247.0,015,017,1.0
2556.0,007,037,1.0
2682.0,022,006,1.0
2762.0,003,025,1.0
4321.0,016,027,1.0
5002.0,012,015,1.0
2319.0,020,013,1.0
4243.0,030,025,1.0
2331.0,018,005,1.0
4323.0,009,004,1.0
2177.0,012,002,1.0
2305.0,011,018,1.0
5214.0,019,009,1.0
2619.0,001,031,1.0
4305.0,014,069,1.0
2637.0,022,005,1.0
2284.0,012,016,1.0
2041.0,010,031,1.0
2041.0,021,008,1.0
5015.0,034,012,1.0
5510.0,001,020,1.0
2779.0,012,069,1.0
5002.0,012,009,1.0
6035.0,011,013,1.0
2410.0,014,026,1.0
4223.0,022,013,1.0
5051.0,023,010,1.0
2380.0,016,002,1.0
2136.0,003,025,1.0
2634.0,013,009,1.0
5082.0,003,007,1.0
2556.0,025,025,1.0
2307.0,010,016,1.0
5051.0,023,010,1.0
2219.0,015,011,1.0
2111.0,010,020,1.0
4104.0,010,002,1.0
2326.0,012,027,1.0
5064.0,008,002,1.0
5671.0,020,024,1.0
2128.0,005,018,1.0
5088.0,006,024,1.0
2639.0,024,007,1.0
2034.0,028,030,1.0
2564.0,009,003,1.0
2229.0,022,002,1.0
4257.0,005,036,1.0
2201.0,006,008,1.0
2332.0,015,011,1.0
2023.0,013,006,1.0
2103.0,018,026,1.0
2328.0,034,018,1.0
2549.0,025,010,1.0
2242.0,009,011,1.0
5464.0,021,030,1.0
2355.0,010,044,1.0
2536.0,022,006,1.0
6066.0,018,021,1.0
5515.0,008,022,1.0
2236.0,007,017,1.0
2423.0,006,010,1.0
2309.0,021,008,1.0
4112.0,002,028,1.0
2212.0,021,021,1.0
2783.0,010,010,1.0
5716.0,013,020,1.0
2204.0,006,001,1.0
4249.0,018,009,1.0
5592.0,008,021,1.0
2688.0,035,032,1.0
2365.0,026,020,1.0
4006.0,008,001,1.0
6016.0,032,014,1.0
2712.0,004,007,1.0
5424.0,018,018,1.0
2632.0,026,005,1.0
5113.0,021,003,1.0
2531.0,025,012,1.0
2151.0,002,022,1.0
7451.0,011,030,1.0
2667.0,023,002,1.0
2408.0,006,024,1.0
5445.0,002,005,1.0
2156.0,003,015,1.0
5459.0,021,002,1.0
2310.0,009,019,1.0
5036.0,005,018,1.0
2222.0,022,008,1.0
5529.0,022,047,1.0
2074.0,038,002,1.0
2116.0,009,009,1.0
5453.0,009,008,1.0
2243.0,016,005,1.0
2137.0,020,025,1.0
4332.0,011,024,1.0
2640.0,001,011,1.0
2103.0,022,017,1.0
5528.0,012,018,1.0
4232.0,016,022,1.0
5067.0,014,012,1.0
2161.0,003,015,1.0
2350.0,002,033,1.0
2040.0,023,020,1.0
5473.0,007,011,1.0
2734.0,019,010,1.0
2316.0,009,032,1.0
2785.0,019,018,1.0
4303.0,014,039,1.0
2101.0,028,023,1.0
5523.0,034,037,1.0
2108.0,018,018,1.0
2118.0,021,023,1.0
5716.0,011,005,1.0
5156.0,015,012,1.0
2648.0,020,033,1.0
2648.0,002,046,1.0
6018.0,004,020,1.0
5570.0,029,018,1.0
2617.0,021,001,1.0
2353.0,034,014,1.0
5516.0,004,001,1.0
5085.0,016,021,1.0
2038.0,039,039,1.0
2309.0,008,002,1.0
2345.0,020,018,1.0
5084.0,023,028,1.0
2161.0,004,037,1.0
5406.0,003,007,1.0
2036.0,026,010,1.0
5423.0,001,011,1.0
2171.0,020,031,1.0
2217.0,018,021,1.0
2651.0,020,018,1.0
5517.0,017,030,1.0
2656.0,009,012,1.0
2734.0,003,003,1.0
5069.0,008,024,1.0
2662.0,010,010,1.0
2606.0,005,027,1.0
2656.0,011,015,1.0
2139.0,008,001,1.0
2120.0,030,020,1.0
2204.0,006,034,1.0
4243.0,026,011,1.0
2505.0,017,049,1.0
2104.0,023,005,1.0
2149.0,012,034,1.0
6088.0,019,001,1.0
6018.0,010,011,1.0
5019.0,016,016,1.0
7349.0,018,015,1.0
5071.0,007,076,1.0
6033.0,012,028,1.0
2527.0,007,005,1.0
4215.0,031,017,1.0
2328.0,033,012,1.0
2354.0,004,030,1.0
2646.0,003,006,1.0
4429.0,010,056,1.0
2620.0,002,018,1.0
7425.0,030,023,1.0
5691.0,008,028,1.0
2642.0,029,010,1.0
2263.0,033,010,1.0
5054.0,031,023,1.0
4256.0,023,003,1.0
2034.0,005,028,1.0
4402.0,004,006,1.0
2707.0,002,009,1.0
6014.0,016,007,1.0
6066.0,016,035,1.0
2629.0,013,076,1.0
2246.0,023,002,1.0
2044.0,001,001,1.0
2779.0,043,029,1.0
5527.0,015,012,1.0
6039.0,007,023,1.0
4109.0,022,005,1.0
5085.0,034,009,1.0
2249.0,028,010,1.0
2109.0,021,019,1.0
6063.0,029,017,1.0
5556.0,017,017,1.0
2345.0,017,082,1.0
6058.0,022,003,1.0
4318.0,041,009,1.0
2527.0,029,010,1.0
5542.0,021,019,1.0
2259.0,020,027,1.0
2706.0,010,010,1.0
2226.0,009,020,1.0
6053.0,019,017,1.0
5052.0,013,003,1.0
5691.0,006,042,1.0
2507.0,025,013,1.0
2229.0,028,007,1.0
2404.0,011,009,1.0
4004.0,009,005,1.0
4321.0,006,060,1.0
5587.0,020,003,1.0
2712.0,025,001,1.0
2224.0,006,016,1.0
2692.0,009,012,1.0
2329.0,022,005,1.0
2615.0,005,008,1.0
5469.0,008,017,1.0
2565.0,018,025,1.0
2781.0,032,033,1.0
5587.0,002,039,1.0
2206.0,016,002,1.0
5480.0,021,022,1.0
4230.0,025,021,1.0
5207.0,010,038,1.0
2163.0,022,016,1.0
2242.0,015,023,1.0
5036.0,008,025,1.0
5183.0,019,002,1.0
2224.0,004,028,1.0
2319.0,013,013,1.0
2336.0,025,007,1.0
5088.0,006,002,1.0
2620.0,024,021,1.0
2712.0,017,011,1.0
2779.0,043,027,1.0
5066.0,010,018,1.0
5507.0,004,005,1.0
7415.0,032,033,1.0
2683.0,004,019,1.0
5474.0,014,017,1.0
2424.0,038,006,1.0
2557.0,021,008,1.0
2628.0,004,017,1.0
2534.0,015,002,1.0
2126.0,010,008,1.0
2545.0,006,032,1.0
2239.0,009,034,1.0
2132.0,014,025,1.0
4302.0,010,006,1.0
4230.0,028,010,1.0
4217.0,026,020,1.0
2678.0,026,008,1.0
2156.0,007,018,1.0
2126.0,038,013,1.0
5005.0,025,033,1.0
2726.0,019,005,1.0
2109.0,029,010,1.0
5108.0,020,021,1.0
4245.0,002,007,1.0
2620.0,011,022,1.0
2237.0,009,026,1.0
2678.0,012,013,1.0
2330.0,028,008,1.0
5062.0,022,017,1.0
2335.0,026,011,1.0
4405.0,036,024,1.0
4242.0,030,019,1.0
2301.0,013,033,1.0
2286.0,019,019,1.0
2369.0,010,018,1.0
5040.0,019,034,1.0
2148.0,017,005,1.0
2204.0,003,003,1.0
5527.0,015,020,1.0
2327.0,006,040,1.0
2336.0,026,005,1.0
5017.0,025,022,1.0
2366.0,009,002,1.0
2419.0,020,015,1.0
2245.0,029,034,1.0
2761.0,032,012,1.0
5068.0,007,012,1.0
2763.0,012,010,1.0
5045.0,004,016,1.0
2414.0,024,018,1.0
2354.0,012,035,1.0
2309.0,013,014,1.0
2640.0,004,008,1.0
2214.0,012,012,1.0
4009.0,006,014,1.0
2245.0,001,019,1.0
2121.0,009,024,1.0
5069.0,020,020,1.0
5014.0,028,019,1.0
2403.0,012,013,1.0
5516.0,010,018,1.0
5513.0,012,021,1.0
5081.0,010,031,1.0
5061.0,010,018,1.0
5105.0,015,002,1.0
2618.0,010,008,1.0
2203.0,023,006,1.0
2409.0,013,014,1.0
2640.0,026,004,1.0
4321.0,005,042,1.0
2715.0,004,027,1.0
2642.0,002,020,1.0
7426.0,014,035,1.0
2239.0,008,005,1.0
5549.0,006,007,1.0
5564.0,032,054,1.0
2622.0,020,018,1.0
2506.0,026,004,1.0
5047.0,010,001,1.0
7422.0,011,038,1.0
2685.0,023,003,1.0
5525.0,014,007,1.0
5082.0,020,015,1.0
5425.0,001,036,1.0
2075.0,015,012,1.0
2530.0,016,008,1.0
5084.0,027,009,1.0
2604.0,025,009,1.0
4005.0,008,013,1.0
2216.0,024,003,1.0
2041.0,006,028,1.0
2505.0,008,021,1.0
2511.0,014,021,1.0
5527.0,034,020,1.0
5105.0,002,020,1.0
2365.0,005,006,1.0
2511.0,021,005,1.0
6051.0,019,034,1.0
2348.0,006,028,1.0
5588.0,004,020,1.0
5036.0,016,013,1.0
5086.0,014,008,1.0
2217.0,022,005,1.0
6061.0,017,017,1.0
5022.0,003,004,1.0
2136.0,015,002,1.0
6046.0,015,045,1.0
4243.0,018,026,1.0
2407.0,011,012,1.0
2766.0,009,003,1.0
2656.0,013,021,1.0
5063.0,019,030,1.0
4303.0,016,018,1.0
2782.0,034,013,1.0
2226.0,008,015,1.0
2121.0,007,020,1.0
2035.0,010,019,1.0
2375.0,019,074,1.0
2337.0,018,035,1.0
2625.0,026,014,1.0
2656.0,025,002,1.0
5471.0,004,012,1.0
4256.0,017,010,1.0
2235.0,020,026,1.0
4008.0,019,013,1.0
2014.0,018,021,1.0
2525.0,025,026,1.0
2410.0,019,030,1.0
2161.0,009,022,1.0
2022.0,002,033,1.0
2264.0,011,034,1.0
2650.0,002,025,1.0
7412.0,016,008,1.0
5022.0,014,040,1.0
5021.0,006,027,1.0
2621.0,031,004,1.0
2786.0,007,016,1.0
5069.0,025,005,1.0
4305.0,012,021,1.0
2310.0,001,004,1.0
2044.0,017,003,1.0
5046.0,006,021,1.0
2236.0,007,031,1.0
2234.0,024,030,1.0
2246.0,013,016,1.0
4238.0,017,050,1.0
4251.0,006,042,1.0
4258.0,006,011,1.0
2741.0,027,037,1.0
2309.0,011,009,1.0
2104.0,008,004,1.0
2503.0,020,029,1.0
2782.0,003,006,1.0
2423.0,030,041,1.0
2544.0,031,002,1.0
4392.0,014,012,1.0
2329.0,016,019,1.0
2605.0,023,009,1.0
2532.0,016,021,1.0
2507.0,026,005,1.0
2220.0,018,007,1.0
2639.0,021,020,1.0
2010.0,014,012,1.0
5156.0,005,004,1.0
2345.0,014,009,1.0
5020.0,010,008,1.0
5590.0,017,014,1.0
2619.0,011,010,1.0
5220.0,025,013,1.0
2611.0,002,001,1.0
2310.0,018,018,1.0
2028.0,019,025,1.0
4356.0,014,021,1.0
2649.0,013,006,1.0
2558.0,013,017,1.0
7452.0,003,013,1.0
2248.0,021,013,1.0
7560.0,024,001,1.0
2535.0,022,015,1.0
4247.0,009,016,1.0
2301.0,014,004,1.0
2555.0,018,010,1.0
5064.0,008,003,1.0
4106.0,022,014,1.0
2332.0,012,016,1.0
5443.0,009,006,1.0
2609.0,007,011,1.0
4257.0,003,045,1.0
6069.0,020,014,1.0
5022.0,003,003,1.0
2293.0,011,002,1.0
5586.0,023,021,1.0
5429.0,023,016,1.0
4220.0,003,031,1.0
2571.0,003,035,1.0
5026.0,016,011,1.0
2733.0,014,043,1.0
2339.0,001,039,1.0
2616.0,014,024,1.0
2325.0,006,010,1.0
5515.0,011,018,1.0
2272.0,033,010,1.0
2604.0,022,029,1.0
2770.0,006,023,1.0
2662.0,002,003,1.0
5083.0,009,012,1.0
2345.0,003,031,1.0
2570.0,017,028,1.0
2226.0,024,005,1.0
4332.0,011,021,1.0
4236.0,007,027,1.0
2115.0,003,003,1.0
2616.0,013,003,1.0
2104.0,003,004,1.0
2356.0,019,019,1.0
5689.0,014,012,1.0
6065.0,032,001,1.0
4262.0,025,012,1.0
2544.0,017,013,1.0
6006.0,019,010,1.0
5045.0,014,005,1.0
2360.0,025,033,1.0
2325.0,022,036,1.0
5471.0,019,010,1.0
2570.0,011,014,1.0
5475.0,016,012,1.0
2625.0,029,002,1.0
2644.0,021,009,1.0
5524.0,034,014,1.0
2310.0,021,008,1.0
4327.0,007,003,1.0
2633.0,034,013,1.0
5014.0,009,004,1.0
2251.0,009,003,1.0
2161.0,003,003,1.0
4302.0,024,002,1.0
5090.0,016,014,1.0
2201.0,004,030,1.0
5669.0,002,024,1.0
2414.0,010,006,1.0
5084.0,001,028,1.0
2695.0,011,005,1.0
2329.0,010,027,1.0
5589.0,001,004,1.0
2783.0,003,017,1.0
5083.0,009,012,1.0
5220.0,018,023,1.0
2336.0,028,014,1.0
2506.0,029,002,1.0
5089.0,024,016,1.0
5716.0,027,003,1.0
2782.0,006,003,1.0
2763.0,022,010,1.0
2571.0,005,051,1.0
5186.0,001,048,1.0
2184.0,037,004,1.0
2103.0,019,008,1.0
6040.0,015,006,1.0
4321.0,012,042,1.0
5550.0,009,013,1.0
2283.0,013,026,1.0
2271.0,008,037,1.0
5186.0,005,018,1.0
2763.0,019,013,1.0
2715.0,008,010,1.0
2782.0,033,010,1.0
5594.0,021,001,1.0
6050.0,007,007,1.0
4412.0,012,005,1.0
4214.0,019,008,1.0
2236.0,007,013,1.0
2126.0,038,043,1.0
4258.0,008,006,1.0
2039.0,023,012,1.0
2507.0,017,015,1.0
2309.0,002,001,1.0
5081.0,027,021,1.0
5213.0,010,019,1.0
6087.0,019,019,1.0
5493.0,036,013,1.0
5689.0,004,007,1.0
2020.0,030,032,1.0
2781.0,016,008,1.0
2666.0,025,001,1.0
2407.0,023,031,1.0
2333.0,006,033,1.0
2305.0,031,037,1.0
6017.0,005,020,1.0
2022.0,004,008,1.0
5435.0,007,023,1.0
5517.0,009,018,1.0
4231.0,008,037,1.0
2222.0,031,011,1.0
2346.0,028,224,1.0
2316.0,011,002,1.0
2236.0,004,014,1.0
2254.0,015,002,1.0
2303.0,003,019,1.0
2305.0,036,011,1.0
2316.0,003,002,1.0
2686.0,013,011,1.0
4261.0,033,018,1.0
5493.0,010,017,1.0
2238.0,005,023,1.0
2695.0,006,020,1.0
2119.0,002,002,1.0
2309.0,005,005,1.0
2661.0,006,003,1.0
2627.0,022,027,1.0
2206.0,037,090,1.0
5085.0,021,011,1.0
5510.0,017,017,1.0
6011.0,010,015,1.0
6050.0,031,023,1.0
2303.0,019,051,1.0
5514.0,011,047,1.0
5087.0,015,004,1.0
5551.0,008,018,1.0
2645.0,004,028,1.0
5107.0,002,006,1.0
7459.0,026,011,1.0
2212.0,026,009,1.0
2331.0,022,032,1.0
6041.0,008,028,1.0
4303.0,014,040,1.0
6068.0,009,008,1.0
2346.0,025,019,1.0
4419.0,009,008,1.0
2646.0,012,004,1.0
5511.0,007,015,1.0
5033.0,008,018,1.0
2787.0,024,011,1.0
4245.0,020,026,1.0
4247.0,008,008,1.0
2332.0,013,018,1.0
2123.0,025,015,1.0
2190.0,003,026,1.0
5034.0,019,048,1.0
5084.0,023,029,1.0
2780.0,014,025,1.0
2505.0,013,006,1.0
4214.0,010,028,1.0
2669.0,010,017,1.0
2135.0,027,011,1.0
2782.0,031,005,1.0
5014.0,022,010,1.0
2112.0,001,048,1.0
2218.0,006,010,1.0
5055.0,012,004,1.0
2114.0,015,012,1.0
2602.0,015,016,1.0
2367.0,014,024,1.0
5085.0,012,014,1.0
2624.0,012,024,1.0
4127.0,023,016,1.0
5469.0,008,017,1.0
2222.0,020,028,1.0
5442.0,008,014,1.0
2642.0,015,024,1.0
5110.0,001,011,1.0
2244.0,018,014,1.0
5455.0,011,014,1.0
2615.0,016,011,1.0
6037.0,001,011,1.0
5035.0,029,022,1.0
2667.0,013,013,1.0
6022.0,013,029,1.0
2319.0,012,006,1.0
5062.0,002,011,1.0
2502.0,002,066,1.0
4107.0,035,019,1.0
2122.0,017,016,1.0
2265.0,007,013,1.0
2115.0,018,016,1.0
2266.0,020,012,1.0
6048.0,034,024,1.0
2353.0,031,010,1.0
4127.0,022,014,1.0
2706.0,032,044,1.0
2618.0,021,001,1.0
5442.0,026,016,1.0
2224.0,027,007,1.0
5551.0,026,021,1.0
5050.0,012,017,1.0
4115.0,026,011,1.0
4003.0,003,009,1.0
2609.0,029,058,1.0
5589.0,023,002,1.0
4232.0,027,006,1.0
4242.0,002,023,1.0
2672.0,008,014,1.0
4320.0,014,006,1.0
2127.0,020,006,1.0
4302.0,010,007,1.0
2510.0,019,018,1.0
2206.0,033,012,1.0
2662.0,002,005,1.0
5057.0,028,011,2.0
4303.0,023,023,1.0
6063.0,016,012,1.0
2245.0,028,014,1.0
2375.0,001,064,1.0
2307.0,005,014,1.0
5518.0,003,019,1.0
2134.0,010,024,1.0
2320.0,023,011,1.0
5136.0,008,003,1.0
2151.0,029,039,1.0
2263.0,024,019,1.0
5551.0,016,007,1.0
4301.0,002,004,1.0
2149.0,012,049,1.0
5517.0,011,021,1.0
2633.0,012,017,1.0
2707.0,013,012,1.0
2556.0,027,014,1.0
2690.0,008,009,1.0
6065.0,035,042,1.0
7415.0,029,010,1.0
5080.0,011,015,1.0
